Date,Home Team,Visit Team,Home Close OU,Total Runs,Over,Visit OPS 1,Visit OPS 2,Visit OPS 3,Visit OPS 4,Visit OPS 5,Visit OPS 6,Visit OPS 7,Visit OPS 8,Visit OPS 9,Visit ERA,Home OPS 1,Home OPS 2,Home OPS 3,Home OPS 4,Home OPS 5,Home OPS 6,Home OPS 7,Home OPS 8,Home OPS 9,Home ERA,Visit Runs scored,Visit Runs allowed,Visit Runs scored 1 games before,Visit Runs scored 2 games before,Visit Runs scored 3 games before,Visit Runs scored 4 games before,Visit Runs scored 5 games before,Visit Runs scored 6 games before,Visit Runs scored 7 games before,Visit Runs scored 8 games before,Visit Runs scored 9 games before,Visit Runs scored 10 games before,Home 10 game run scored average,Home Runs allowed 1 games before,Home Runs allowed 2 games before,Home Runs allowed 3 games before,Home Runs allowed 4 games before,Home Runs allowed 5 games before,Home Runs allowed 6 games before,Home Runs allowed 7 games before,Home Runs allowed 8 games before,Home Runs allowed 9 games before,Home Runs allowed 10 games before,Home 10 game run allowed average,Home Runs scored,Home Runs allowed,Home Runs scored 1 games before,Home Runs scored 2 games before,Home Runs scored 3 games before,Home Runs scored 4 games before,Home Runs scored 5 games before,Home Runs scored 6 games before,Home Runs scored 7 games before,Home Runs scored 8 games before,Home Runs scored 9 games before,Home Runs scored 10 games before,Home 10 game run scored average,Home Runs allowed 1 games before,Home Runs allowed 2 games before,Home Runs allowed 3 games before,Home Runs allowed 4 games before,Home Runs allowed 5 games before,Home Runs allowed 6 games before,Home Runs allowed 7 games before,Home Runs allowed 8 games before,Home Runs allowed 9 games before,Home Runs allowed 10 games before,Home 10 game run allowed average
412,ARI,OAK,9.5,14,1,0.904,0.923,0.8089999999999999,0.7120000000000001,0.431,0.28300000000000003,0.703,0.30600000000000005,0.142,8.31,0.659,0.7689999999999999,0.532,0.655,0.851,0.583,0.6609999999999999,1.078,0.8,2.13,9,5,7.0,6.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,3.2,3.0,2.0,6.0,3.0,5.0,10.0,9.0,9.0,9.0,8.0,3.2,5,9,7.0,8.0,5.0,3.0,0.0,10.0,3.0,0.0,2.0,7.0,4.5,0.0,3.0,6.0,7.0,8.0,8.0,1.0,7.0,4.0,8.0,4.5
413,LAD,COL,8.0,7,0,0.575,0.6950000000000001,0.738,0.634,1.126,0.53,0.741,0.8500000000000001,0.0,4.02,0.6060000000000001,0.8909999999999999,1.091,1.087,0.951,0.653,1.034,0.6829999999999999,1.0,2.89,0,7,0.0,3.0,1.0,7.0,8.0,8.0,2.0,5.0,6.0,8.0,4.8,4.0,4.0,3.0,3.0,0.0,10.0,4.0,6.0,11.0,5.0,4.8,7,0,3.0,9.0,1.0,3.0,5.0,10.0,4.0,6.0,11.0,5.0,5.7,0.0,5.0,0.0,4.0,1.0,3.0,2.0,5.0,6.0,8.0,5.7
413,ARI,OAK,8.5,12,1,0.904,0.948,0.8690000000000001,0.679,0.6000000000000001,0.523,0.654,0.355,0.0,4.96,0.6920000000000001,0.69,0.912,0.64,0.871,0.77,0.4320000000000001,0.7050000000000001,0.7330000000000001,11.2,7,5,9.0,7.0,6.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,4.0,5.0,3.0,2.0,6.0,3.0,5.0,10.0,9.0,9.0,9.0,4.0,5,7,5.0,7.0,8.0,5.0,3.0,0.0,10.0,3.0,0.0,2.0,4.3,9.0,0.0,3.0,6.0,7.0,8.0,8.0,1.0,7.0,4.0,4.3
413,TAM,TEX,8.0,11,1,0.7020000000000001,0.502,0.785,0.742,0.83,0.368,0.586,0.22,0.274,1.0,0.429,1.009,0.815,0.527,0.821,0.833,0.629,0.65,0.8009999999999999,0.46,8,3,0.0,0.0,4.0,0.0,2.0,7.0,2.0,7.0,4.0,10.0,3.6,1.0,2.0,7.0,3.0,1.0,4.0,6.0,3.0,11.0,14.0,3.6,3,8,1.0,4.0,4.0,10.0,2.0,5.0,2.0,7.0,6.0,1.0,4.2,0.0,8.0,0.0,5.0,9.0,6.0,11.0,12.0,4.0,0.0,4.2
413,HOU,DET,9.5,10,1,0.754,0.524,0.777,1.074,0.5549999999999999,0.41700000000000004,1.083,1.381,0.6930000000000001,0.82,0.866,1.2009999999999998,0.843,0.7889999999999999,1.011,1.094,0.8420000000000001,0.514,0.215,4.08,8,2,6.0,2.0,3.0,1.0,2.0,4.0,6.0,3.0,5.0,3.0,3.5,2.0,5.0,11.0,4.0,3.0,3.0,15.0,9.0,2.0,2.0,3.5,2,8,2.0,3.0,2.0,6.0,4.0,6.0,9.0,9.0,9.0,8.0,5.8,6.0,7.0,6.0,2.0,2.0,7.0,2.0,1.0,5.0,1.0,5.8
413,MIL,CUB,7.5,5,0,0.5640000000000001,0.6990000000000001,0.46,1.022,0.448,0.7959999999999999,0.473,0.431,0.0,6.1,0.662,0.467,0.861,0.7609999999999999,0.446,0.414,1.197,0.34299999999999997,0.0,0.69,3,2,3.0,1.0,2.0,4.0,2.0,0.0,5.0,4.0,5.0,3.0,2.9,6.0,7.0,8.0,2.0,4.0,4.0,3.0,3.0,1.0,5.0,2.9,2,3,6.0,9.0,9.0,1.0,4.0,4.0,3.0,2.0,0.0,6.0,4.4,3.0,3.0,5.0,3.0,2.0,0.0,5.0,8.0,2.0,5.0,4.4
413,BAL,SEA,7.0,13,1,0.8069999999999999,0.91,0.928,0.813,0.75,0.7969999999999999,0.423,0.447,0.6659999999999999,4.5,1.1880000000000002,0.649,0.648,0.541,1.056,0.696,0.419,0.7440000000000001,0.41700000000000004,11.42,6,7,4.0,8.0,4.0,2.0,8.0,4.0,0.0,4.0,3.0,8.0,4.5,3.0,6.0,3.0,10.0,4.0,10.0,6.0,0.0,6.0,7.0,4.5,3,4,7.0,9.0,4.0,3.0,4.0,2.0,0.0,11.0,4.0,3.0,4.7,6.0,14.0,6.0,7.0,3.0,7.0,7.0,3.0,2.0,0.0,4.7
413,SFO,CIN,7.5,13,1,1.342,1.056,0.45299999999999996,0.835,0.909,0.7759999999999999,0.841,1.124,0.334,0.0,0.544,0.72,0.8939999999999999,0.939,0.523,0.912,0.311,0.612,0.0,2.7,6,7,3.0,0.0,3.0,6.0,11.0,14.0,5.0,12.0,9.0,6.0,6.9,0.0,7.0,8.0,5.0,4.0,1.0,3.0,1.0,6.0,11.0,6.9,7,6,0.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,6.0,7.0,3.1,3.0,0.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,8.0,3.1
413,TOR,NYY,9.0,10,1,0.7769999999999999,0.509,0.873,0.526,0.774,0.5489999999999999,0.5,2.1959999999999997,0.28600000000000003,1.47,0.696,0.8260000000000001,1.088,0.928,0.5760000000000001,0.3720000000000001,0.151,0.071,0.9,3.6,3,7,3.0,8.0,0.0,5.0,3.0,7.0,7.0,1.0,5.0,2.0,4.1,1.0,4.0,4.0,10.0,4.0,2.0,0.0,3.0,3.0,3.0,4.1,7,3,1.0,15.0,1.0,5.0,1.0,4.0,6.0,3.0,3.0,3.0,4.2,3.0,1.0,7.0,7.0,2.0,7.0,2.0,1.0,5.0,2.0,4.2
413,PIT,SDG,8.0,12,1,0.89,0.6829999999999999,0.7929999999999999,1.051,1.11,0.385,0.6859999999999999,0.586,0.0,3.06,0.73,1.207,0.7979999999999999,0.895,0.5329999999999999,0.8089999999999999,0.467,0.371,0.0,8.0,4,8,6.0,2.0,7.0,3.0,2.0,3.0,2.0,1.0,7.0,4.0,3.7,2.0,0.0,4.0,0.0,3.0,1.0,3.0,3.0,0.0,2.0,3.7,8,4,2.0,7.0,8.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,3.6,6.0,1.0,2.0,4.0,11.0,14.0,5.0,4.0,5.0,3.0,3.6
